Fig  3e,,,,"Note from author: 1. The blank cells indicate  the calculated NO2 binding energy was not exothermic under the corresponding {pH,potential}, implying no adsorption; thus, no value is reported and leave with blank.",
Model Data,,,,,2. Reader may find certain potential-pH ranges are duplicated; This is because NO2 binding was calculated separately on both TTM and CuNP for streamlined data analysis and visualization. Further details are provided in the Python code.
pH value,Potential of TTM (V vs. RHE),NO2 binding energy of TTM (kJ mol-1),NO2 binding energy of CuNP (kJ mol-1),,
6.6,1.35,,-76.96528563,,
6.6,1.35,-3.65896,,,
6.7,1.35,,-77.53925293,,
6.7,1.35,-4.23293,,,
6.8,1.35,,-78.11322023,,
6.8,1.35,-4.8069,,,
6.9,1.35,,-78.68718752,,
6.9,1.35,-5.38087,,,
7.0,1.35,,-79.26115482,,
7.0,1.35,-5.95483,,,
7.1,1.35,,-79.83512211,,
7.1,1.35,-6.5288,,,
7.2,1.35,,-80.40908941,,
7.2,1.35,-7.10277,,,
7.3,1.35,,-80.98305671,,
7.3,1.35,-7.67673,,,
7.4,1.35,,-81.557024,,
7.4,1.35,-8.2507,,,
7.5,1.35,,-82.1309913,,
7.5,1.35,-8.82467,,,
7.6,1.35,,-82.70495859,,
7.6,1.35,-9.39864,,,
7.7,1.35,,-83.27892589,,
7.7,1.35,-9.9726,,,
7.8,1.35,,-83.85289319,,
7.8,1.4,-10.5466,,,
7.9,1.4,,-84.42686048,,
7.9,1.4,-11.1205,,,
8.0,1.4,,-85.00082778,,
8.0,1.4,-11.6945,,,
8.1,1.4,,-85.57479507,,
8.1,1.4,-12.2685,,,
8.2,1.4,,-86.14876237,,
8.2,1.4,-12.8424,,,
8.3,1.4,,-86.72272967,,
8.3,1.4,-13.4164,,,
8.4,1.4,,-87.29669696,,
8.4,1.4,-13.9904,,,
8.5,1.4,,-87.87066426,,
8.5,1.4,-14.5643,,,
8.6,1.4,,-88.44463156,,
8.6,1.4,-15.1383,,,
8.7,1.4,,-89.01859885,,
8.7,1.4,-15.7123,,,
8.8,1.4,,-89.59256615,,
8.8,1.4,-16.2862,,,
8.9,1.4,,-90.16653344,,
8.9,1.4,-16.8602,,,
9.0,1.4,,-90.74050074,,
9.0,1.4,-17.4342,,,
9.1,1.4,,-91.31446804,,
9.1,1.4,-18.0081,,,
9.2,1.4,,-91.88843533,,
9.2,1.4,-18.5821,,,
9.3,1.4,,-92.46240263,,
9.3,1.4,-19.1561,,,
9.4,1.4,,-93.03636992,,
9.4,1.4,-19.73,,,
9.5,1.4,,-93.61033722,,
9.5,1.4,-20.304,,,
9.6,1.4,,-94.18430452,,
9.6,1.4,-20.878,,,
9.7,1.4,,-94.75827181,,
9.7,1.4,-21.4519,,,
9.8,1.4,,-95.33223911,,
9.8,1.4,-22.0259,,,
9.9,1.4,,-95.9062064,,
9.9,1.4,-22.5999,,,
10.0,1.4,,-96.4801737,,
10.0,1.4,-23.1739,,,
10.1,1.4,,-97.054141,,
10.1,1.4,-23.7478,,,
10.2,1.4,,-97.62810829,,
10.2,1.4,-24.3218,,,
10.3,1.4,,-98.20207559,,
10.3,1.4,-24.8958,,,
10.4,1.4,,-98.77604288,,
10.4,1.4,-25.4697,,,
10.5,1.4,,-99.35001018,,
10.5,1.4,-26.0437,,,
10.6,1.4,,-99.92397748,,
10.6,1.4,-26.6177,,,
10.7,1.4,,-100.4979448,,
10.7,1.4,-27.1916,,,
10.8,1.4,,-101.0719121,,
10.8,1.4,-27.7656,,,
10.9,1.4,,-101.6458794,,
10.9,1.4,-28.3396,,,
11.0,1.4,,-102.2198467,,
11.0,1.4,-28.9135,,,
11.1,1.4,,-102.793814,,
11.1,1.4,-29.4875,,,
11.2,1.4,,-103.3677813,,
11.2,1.4,-30.0615,,,
11.3,1.4,,-103.9417485,,
11.3,1.4,-30.6354,,,
11.4,1.4,,-104.5157158,,
11.4,1.45,-31.2094,,,
11.5,1.45,,-105.0896831,,
11.5,1.45,-31.7834,,,
11.6,1.45,,-105.6636504,,
11.6,1.45,-32.3573,,,
11.7,1.45,,-106.2376177,,
11.7,1.45,-32.9313,,,
11.8,1.45,,-106.811585,,
11.8,1.45,-33.5053,,,
11.9,1.45,,-107.3855523,,
11.9,1.45,-34.0792,,,
12.0,1.45,,-107.9595196,,
12.0,1.45,-34.6532,,,
4.9,1.45,,-70.89653961,,
5.0,1.45,,-71.47050691,,
5.1,1.45,,-72.0444742,,
5.2,1.45,,-72.6184415,,
5.3,1.45,,-73.1924088,,
5.4,1.45,,-73.76637609,,
5.5,1.45,,-74.34034339,,
5.6,1.45,,-74.91431068,,
5.7,1.45,,-75.48827798,,
5.8,1.45,,-76.06224528,,
5.9,1.45,,-76.63621257,,
6.0,1.45,,-77.21017987,,
6.0,1.45,-0.21516,,,
6.1,1.45,,-77.78414716,,
6.1,1.45,-0.78913,,,
6.2,1.45,,-78.35811446,,
6.2,1.45,-1.36309,,,
6.3,1.45,,-78.93208176,,
6.3,1.45,-1.93706,,,
6.4,1.45,,-79.50604905,,
6.4,1.45,-2.51103,,,
6.5,1.45,,-80.08001635,,
6.5,1.45,-3.085,,,
6.6,1.45,,-80.65398364,,
6.6,1.45,-3.65896,,,
6.7,1.45,,-81.22795094,,
6.7,1.45,-4.23293,,,
6.8,1.45,,-81.80191824,,
6.8,1.45,-4.8069,,,
6.9,1.45,,-82.37588553,,
6.9,1.45,-5.38087,,,
7.0,1.45,,-82.94985283,,
7.0,1.45,-5.95483,,,
7.1,1.45,,-83.52382012,,
7.1,1.45,-6.5288,,,
7.2,1.45,,-84.09778742,,
7.2,1.45,-7.10277,,,
7.3,1.45,,-84.67175472,,
7.3,1.45,-7.67673,,,
7.4,1.45,,-85.24572201,,
7.4,1.45,-8.2507,,,
7.5,1.45,,-85.81968931,,
7.5,1.45,-8.82467,,,
7.6,1.45,,-86.3936566,,
7.6,1.45,-9.39864,,,
7.7,1.45,,-86.9676239,,
7.7,1.45,-9.9726,,,
7.8,1.45,,-87.5415912,,
7.8,1.45,-10.5466,,,
7.9,1.45,,-88.11555849,,
7.9,1.45,-11.1205,,,
8.0,1.45,,-88.68952579,,
8.0,1.45,-11.6945,,,
8.1,1.45,,-89.26349308,,
8.1,1.45,-12.2685,,,
8.2,1.45,,-89.83746038,,
8.2,1.45,-12.8424,,,
8.3,1.45,,-90.41142768,,
8.3,1.45,-13.4164,,,
8.4,1.5,,-90.98539497,,
8.4,1.5,-13.9904,,,
8.5,1.5,,-91.55936227,,
8.5,1.5,-14.5643,,,
8.6,1.5,,-92.13332957,,
8.6,1.5,-15.1383,,,
8.7,1.5,,-92.70729686,,
8.7,1.5,-15.7123,,,
8.8,1.5,,-93.28126416,,
8.8,1.5,-16.2862,,,
8.9,1.5,,-93.85523145,,
8.9,1.5,-16.8602,,,
9.0,1.5,,-94.42919875,,
9.0,1.5,-17.4342,,,
9.1,1.5,,-95.00316605,,
9.1,1.5,-18.0081,,,
9.2,1.5,,-95.57713334,,
9.2,1.5,-18.5821,,,
9.3,1.5,,-96.15110064,,
9.3,1.5,-19.1561,,,
9.4,1.5,,-96.72506793,,
9.4,1.5,-19.73,,,
9.5,1.5,,-97.29903523,,
9.5,1.5,-20.304,,,
9.6,1.5,,-97.87300253,,
9.6,1.5,-20.878,,,
9.7,1.5,,-98.44696982,,
9.7,1.5,-21.4519,,,
9.8,1.5,,-99.02093712,,
9.8,1.5,-22.0259,,,
9.9,1.5,,-99.59490441,,
9.9,1.5,-22.5999,,,
10.0,1.5,,-100.1688717,,
10.0,1.5,-23.1739,,,
10.1,1.5,,-100.742839,,
10.1,1.5,-23.7478,,,
10.2,1.5,,-101.3168063,,
10.2,1.5,-24.3218,,,
10.3,1.5,,-101.8907736,,
10.3,1.5,-24.8958,,,
10.4,1.5,,-102.4647409,,
10.4,1.5,-25.4697,,,
10.5,1.5,,-103.0387082,,
10.5,1.5,-26.0437,,,
10.6,1.5,,-103.6126755,,
10.6,1.5,-26.6177,,,
10.7,1.5,,-104.1866428,,
10.7,1.5,-27.1916,,,
10.8,1.5,,-104.7606101,,
10.8,1.5,-27.7656,,,
10.9,1.5,,-105.3345774,,
10.9,1.5,-28.3396,,,
11.0,1.5,,-105.9085447,,
11.0,1.5,-28.9135,,,
11.1,1.5,,-106.482512,,
11.1,1.5,-29.4875,,,
11.2,1.5,,-107.0564793,,
11.2,1.5,-30.0615,,,
11.3,1.5,,-107.6304466,,
11.3,1.5,-30.6354,,,
11.4,1.5,,-108.2044139,,
11.4,1.5,-31.2094,,,
11.5,1.5,,-108.7783812,,
11.5,1.5,-31.7834,,,
11.6,1.5,,-109.3523484,,
11.6,1.5,-32.3573,,,
11.7,1.5,,-109.9263157,,
11.7,1.5,-32.9313,,,
11.8,1.5,,-110.500283,,
11.8,1.5,-33.5053,,,
11.9,1.5,,-111.0742503,,
11.9,1.5,-34.0792,,,
12.0,1.55,,-111.6482176,,
12.0,1.55,-34.6532,,,
4.9,1.55,,-74.58523762,,
5.0,1.55,,-75.15920492,,
5.1,1.55,,-75.73317221,,
5.2,1.55,,-76.30713951,,
5.3,1.55,,-76.88110681,,
5.4,1.55,,-77.4550741,,
5.5,1.55,,-78.0290414,,
5.6,1.55,,-78.60300869,,
5.7,1.55,,-79.17697599,,
5.8,1.55,,-79.75094329,,
5.9,1.55,,-80.32491058,,
6.0,1.55,,-80.89887788,,
6.0,1.55,-0.21516,,,
6.1,1.55,,-81.47284517,,
6.1,1.55,-0.78913,,,
6.2,1.55,,-82.04681247,,
6.2,1.55,-1.36309,,,
6.3,1.55,,-82.62077977,,
6.3,1.55,-1.93706,,,
6.4,1.55,,-83.19474706,,
6.4,1.55,-2.51103,,,
6.5,1.55,,-83.76871436,,
6.5,1.55,-3.085,,,
6.6,1.55,,-84.34268165,,
6.6,1.55,-3.65896,,,
6.7,1.55,,-84.91664895,,
6.7,1.55,-4.23293,,,
6.8,1.55,,-85.49061625,,
6.8,1.55,-4.8069,,,
6.9,1.55,,-86.06458354,,
6.9,1.55,-5.38087,,,
7.0,1.55,,-86.63855084,,
7.0,1.55,-5.95483,,,
7.1,1.55,,-87.21251813,,
7.1,1.55,-6.5288,,,
7.2,1.55,,-87.78648543,,
7.2,1.55,-7.10277,,,
7.3,1.55,,-88.36045273,,
7.3,1.55,-7.67673,,,
7.4,1.55,,-88.93442002,,
7.4,1.55,-8.2507,,,
7.5,1.55,,-89.50838732,,
7.5,1.55,-8.82467,,,
7.6,1.55,,-90.08235461,,
7.6,1.55,-9.39864,,,
7.7,1.55,,-90.65632191,,
7.7,1.55,-9.9726,,,
7.8,1.55,,-91.23028921,,
7.8,1.55,-10.5466,,,
7.9,1.55,,-91.8042565,,
7.9,1.55,-11.1205,,,
8.0,1.55,,-92.3782238,,
8.0,1.55,-11.6945,,,
8.1,1.55,,-92.95219109,,
8.1,1.55,-12.2685,,,
8.2,1.55,,-93.52615839,,
8.2,1.55,-12.8424,,,
8.3,1.55,,-94.10012569,,
8.3,1.55,-13.4164,,,
8.4,1.55,,-94.67409298,,
8.4,1.55,-13.9904,,,
8.5,1.55,,-95.24806028,,
8.5,1.55,-14.5643,,,
8.6,1.55,,-95.82202758,,
8.6,1.55,-15.1383,,,
8.7,1.55,,-96.39599487,,
8.7,1.55,-15.7123,,,
8.8,1.55,,-96.96996217,,
8.8,1.55,-16.2862,,,
8.9,1.55,,-97.54392946,,
8.9,0.177,-16.8602,,,
9.0,0.171,,-98.11789676,,
9.0,0.171,-17.4342,,,
9.1,0.165,,-98.69186406,,
9.1,0.165,-18.0081,,,
9.2,0.160,,-99.26583135,,
9.2,0.160,-18.5821,,,
9.3,0.154,,-99.83979865,,
9.3,0.154,-19.1561,,,
9.4,0.148,,-100.4137659,,
9.4,0.148,-19.73,,,
9.5,0.142,,-100.9877332,,
9.5,0.142,-20.304,,,
9.6,0.136,,-101.5617005,,
9.6,0.136,-20.878,,,
9.7,0.130,,-102.1356678,,
9.7,0.130,-21.4519,,,
9.8,0.124,,-102.7096351,,
9.8,0.124,-22.0259,,,
9.9,0.118,,-103.2836024,,
9.9,0.118,-22.5999,,,
10.0,0.112,,-103.8575697,,
10.0,0.112,-23.1739,,,
10.1,0.106,,-104.431537,,
10.1,0.106,-23.7478,,,
10.2,0.101,,-105.0055043,,
10.2,0.101,-24.3218,,,
10.3,0.095,,-105.5794716,,
10.3,0.095,-24.8958,,,
10.4,0.089,,-106.1534389,,
10.4,0.089,-25.4697,,,
10.5,0.083,,-106.7274062,,
10.5,0.083,-26.0437,,,
10.6,0.077,,-107.3013735,,
10.6,0.077,-26.6177,,,
10.7,0.071,,-107.8753408,,
10.7,0.071,-27.1916,,,
10.8,0.065,,-108.4493081,,
10.8,0.065,-27.7656,,,
10.9,0.059,,-109.0232754,,
10.9,0.059,-28.3396,,,
11.0,0.053,,-109.5972427,,
11.0,0.053,-28.9135,,,
11.1,0.047,,-110.17121,,
11.1,0.047,-29.4875,,,
11.2,0.042,,-110.7451773,,
11.2,0.042,-30.0615,,,
11.3,0.036,,-111.3191446,,
11.3,0.036,-30.6354,,,
11.4,0.030,,-111.8931119,,
11.4,0.030,-31.2094,,,
11.5,0.024,,-112.4670792,,
11.5,0.024,-31.7834,,,
11.6,0.018,,-113.0410465,,
11.6,0.018,-32.3573,,,
11.7,0.012,,-113.6150138,,
11.7,0.012,-32.9313,,,
11.8,0.006,,-114.188981,,
11.8,0.006,-33.5053,,,
11.9,0.000,,-114.7629483,,
11.9,0.000,-34.0792,,,
12.0,-0.006,,-115.3369156,,
12.0,-0.006,-34.6532,,,
4.9,0.463,,-78.27393563,,
5.0,0.457,,-78.84790293,,
5.1,0.451,,-79.42187022,,
5.2,0.446,,-79.99583752,,
5.3,0.440,,-80.56980482,,
5.4,0.434,,-81.14377211,,
5.5,0.428,,-81.71773941,,
5.6,0.422,,-82.2917067,,
5.7,0.416,,-82.865674,,
5.8,0.410,,-83.4396413,,
5.9,0.404,,-84.01360859,,
6.0,0.398,,-84.58757589,,
6.0,0.398,-0.21516,,,
6.1,0.392,,-85.16154318,,
6.1,0.392,-0.78913,,,
6.2,0.387,,-85.73551048,,
6.2,0.387,-1.36309,,,
6.3,0.381,,-86.30947778,,
6.3,0.381,-1.93706,,,
6.4,0.375,,-86.88344507,,
6.4,0.375,-2.51103,,,
6.5,0.369,,-87.45741237,,
6.5,0.369,-3.085,,,
6.6,0.363,,-88.03137966,,
6.6,0.363,-3.65896,,,
6.7,0.357,,-88.60534696,,
6.7,0.357,-4.23293,,,
6.8,0.351,,-89.17931426,,
6.8,0.351,-4.8069,,,
6.9,0.345,,-89.75328155,,
6.9,0.345,-5.38087,,,
7.0,0.339,,-90.32724885,,
7.0,0.339,-5.95483,,,
7.1,0.333,,-90.90121614,,
7.1,0.333,-6.5288,,,
7.2,0.328,,-91.47518344,,
7.2,0.328,-7.10277,,,
7.3,0.322,,-92.04915074,,
7.3,0.322,-7.67673,,,
7.4,0.316,,-92.62311803,,
7.4,0.316,-8.2507,,,
7.5,0.310,,-93.19708533,,
7.5,0.310,-8.82467,,,
7.6,0.304,,-93.77105262,,
7.6,0.304,-9.39864,,,
7.7,0.298,,-94.34501992,,
7.7,0.298,-9.9726,,,
7.8,0.292,,-94.91898722,,
7.8,0.292,-10.5466,,,
7.9,0.286,,-95.49295451,,
7.9,0.286,-11.1205,,,
8.0,0.280,,-96.06692181,,
8.0,0.280,-11.6945,,,
8.1,0.274,,-96.6408891,,
8.1,0.274,-12.2685,,,
8.2,0.269,,-97.2148564,,
8.2,0.269,-12.8424,,,
8.3,0.263,,-97.7888237,,
8.3,0.263,-13.4164,,,
8.4,0.257,,-98.36279099,,
8.4,0.257,-13.9904,,,
8.5,0.251,,-98.93675829,,
8.5,0.251,-14.5643,,,
8.6,0.245,,-99.51072559,,
8.6,0.245,-15.1383,,,
8.7,0.239,,-100.0846929,,
8.7,0.239,-15.7123,,,
8.8,0.233,,-100.6586602,,
8.8,0.233,-16.2862,,,
8.9,0.227,,-101.2326275,,
8.9,0.227,-16.8602,,,
9.0,0.221,,-101.8065948,,
9.0,0.221,-17.4342,,,
9.1,0.215,,-102.3805621,,
9.1,0.215,-18.0081,,,
9.2,0.210,,-102.9545294,,
9.2,0.210,-18.5821,,,
9.3,0.204,,-103.5284967,,
9.3,0.204,-19.1561,,,
9.4,0.198,,-104.102464,,
9.4,0.198,-19.73,,,
9.5,0.192,,-104.6764312,,
9.5,0.192,-20.304,,,
9.6,0.186,,-105.2503985,,
9.6,0.186,-20.878,,,
9.7,0.180,,-105.8243658,,
9.7,0.180,-21.4519,,,
9.8,0.174,,-106.3983331,,
9.8,0.174,-22.0259,,,
9.9,0.168,,-106.9723004,,
9.9,0.168,-22.5999,,,
10.0,0.162,,-107.5462677,,
10.0,0.162,-23.1739,,,
10.1,0.156,,-108.120235,,
10.1,0.156,-23.7478,,,
10.2,0.151,,-108.6942023,,
10.2,0.151,-24.3218,,,
10.3,0.145,,-109.2681696,,
10.3,0.145,-24.8958,,,
10.4,0.139,,-109.8421369,,
10.4,0.139,-25.4697,,,
10.5,0.133,,-110.4161042,,
10.5,0.133,-26.0437,,,
10.6,0.127,,-110.9900715,,
10.6,0.127,-26.6177,,,
10.7,0.121,,-111.5640388,,
10.7,0.121,-27.1916,,,
10.8,0.115,,-112.1380061,,
10.8,0.115,-27.7656,,,
10.9,0.109,,-112.7119734,,
10.9,0.109,-28.3396,,,
11.0,0.103,,-113.2859407,,
11.0,0.103,-28.9135,,,
11.1,0.097,,-113.859908,,
11.1,0.097,-29.4875,,,
11.2,0.092,,-114.4338753,,
11.2,0.092,-30.0615,,,
11.3,0.086,,-115.0078426,,
11.3,0.086,-30.6354,,,
11.4,0.080,,-115.5818099,,
11.4,0.080,-31.2094,,,
11.5,0.074,,-116.1557772,,
11.5,0.074,-31.7834,,,
11.6,0.068,,-116.7297445,,
11.6,0.068,-32.3573,,,
11.7,0.062,,-117.3037118,,
11.7,0.062,-32.9313,,,
11.8,0.056,,-117.8776791,,
11.8,0.056,-33.5053,,,
11.9,0.050,,-118.4516464,,
11.9,0.050,-34.0792,,,
12.0,0.044,,-119.0256137,,
12.0,0.044,-34.6532,,,
4.9,0.513,,-81.96263364,,
5.0,0.507,,-82.53660094,,
5.1,0.501,,-83.11056823,,
5.2,0.496,,-83.68453553,,
5.3,0.490,,-84.25850283,,
5.4,0.484,,-84.83247012,,
5.5,0.478,,-85.40643742,,
5.6,0.472,,-85.98040471,,
5.7,0.466,,-86.55437201,,
5.8,0.460,,-87.12833931,,
5.9,0.454,,-87.7023066,,
6.0,0.448,,-88.2762739,,
6.0,0.448,-0.21516,,,
6.1,0.442,,-88.85024119,,
6.1,0.442,-0.78913,,,
6.2,0.437,,-89.42420849,,
6.2,0.437,-1.36309,,,
6.3,0.431,,-89.99817579,,
6.3,0.431,-1.93706,,,
6.4,0.425,,-90.57214308,,
6.4,0.425,-2.51103,,,
6.5,0.419,,-91.14611038,,
6.5,0.419,-3.085,,,
6.6,0.413,,-91.72007767,,
6.6,0.413,-3.65896,,,
6.7,0.407,,-92.29404497,,
6.7,0.407,-4.23293,,,
6.8,0.401,,-92.86801227,,
6.8,0.401,-4.8069,,,
6.9,0.395,,-93.44197956,,
6.9,0.395,-5.38087,,,
7.0,0.389,,-94.01594686,,
7.0,0.389,-5.95483,,,
7.1,0.383,,-94.58991415,,
7.1,0.383,-6.5288,,,
7.2,0.378,,-95.16388145,,
7.2,0.378,-7.10277,,,
7.3,0.372,,-95.73784875,,
7.3,0.372,-7.67673,,,
7.4,0.366,,-96.31181604,,
7.4,0.366,-8.2507,,,
7.5,0.360,,-96.88578334,,
7.5,0.360,-8.82467,,,
7.6,0.354,,-97.45975063,,
7.6,0.354,-9.39864,,,
7.7,0.348,,-98.03371793,,
7.7,0.348,-9.9726,,,
7.8,0.342,,-98.60768523,,
7.8,0.342,-10.5466,,,
7.9,0.336,,-99.18165252,,
7.9,0.336,-11.1205,,,
8.0,0.330,,-99.75561982,,
8.0,0.330,-11.6945,,,
8.1,0.324,,-100.3295871,,
8.1,0.324,-12.2685,,,
8.2,0.319,,-100.9035544,,
8.2,0.319,-12.8424,,,
8.3,0.313,,-101.4775217,,
8.3,0.313,-13.4164,,,
8.4,0.307,,-102.051489,,
8.4,0.307,-13.9904,,,
8.5,0.301,,-102.6254563,,
8.5,0.301,-14.5643,,,
8.6,0.295,,-103.1994236,,
8.6,0.295,-15.1383,,,
8.7,0.289,,-103.7733909,,
8.7,0.289,-15.7123,,,
8.8,0.283,,-104.3473582,,
8.8,0.283,-16.2862,,,
8.9,0.277,,-104.9213255,,
8.9,0.277,-16.8602,,,
9.0,0.271,,-105.4952928,,
9.0,0.271,-17.4342,,,
9.1,0.265,,-106.0692601,,
9.1,0.265,-18.0081,,,
9.2,0.260,,-106.6432274,,
9.2,0.260,-18.5821,,,
9.3,0.254,,-107.2171947,,
9.3,0.254,-19.1561,,,
9.4,0.248,,-107.791162,,
9.4,0.248,-19.73,,,
9.5,0.242,,-108.3651293,,
9.5,0.242,-20.304,,,
9.6,0.236,,-108.9390966,,
9.6,0.236,-20.878,,,
9.7,0.230,,-109.5130639,,
9.7,0.230,-21.4519,,,
9.8,0.224,,-110.0870311,,
9.8,0.224,-22.0259,,,
9.9,0.218,,-110.6609984,,
9.9,0.218,-22.5999,,,
10.0,0.212,,-111.2349657,,
10.0,0.212,-23.1739,,,
10.1,0.206,,-111.808933,,
10.1,0.206,-23.7478,,,
10.2,0.201,,-112.3829003,,
10.2,0.201,-24.3218,,,
10.3,0.195,,-112.9568676,,
10.3,0.195,-24.8958,,,
10.4,0.189,,-113.5308349,,
10.4,0.189,-25.4697,,,
10.5,0.183,,-114.1048022,,
10.5,0.183,-26.0437,,,
10.6,0.177,,-114.6787695,,
10.6,0.177,-26.6177,,,
10.7,0.171,,-115.2527368,,
10.7,0.171,-27.1916,,,
10.8,0.165,,-115.8267041,,
10.8,0.165,-27.7656,,,
10.9,0.159,,-116.4006714,,
10.9,0.159,-28.3396,,,
11.0,0.153,,-116.9746387,,
11.0,0.153,-28.9135,,,
11.1,0.147,,-117.548606,,
11.1,0.147,-29.4875,,,
11.2,0.142,,-118.1225733,,
11.2,0.142,-30.0615,,,
11.3,0.136,,-118.6965406,,
11.3,0.136,-30.6354,,,
11.4,0.130,,-119.2705079,,
11.4,0.130,-31.2094,,,
11.5,0.124,,-119.8444752,,
11.5,0.124,-31.7834,,,
11.6,0.118,,-120.4184425,,
11.6,0.118,-32.3573,,,
11.7,0.112,,-120.9924098,,
11.7,0.112,-32.9313,,,
11.8,0.106,,-121.5663771,,
11.8,0.106,-33.5053,,,
11.9,0.100,,-122.1403444,,
11.9,0.100,-34.0792,,,
12.0,0.094,,-122.7143117,,
12.0,0.094,-34.6532,,,
4.9,0.563,,-85.65133165,,
5.0,0.557,,-86.22529895,,
5.1,0.551,,-86.79926624,,
5.2,0.546,,-87.37323354,,
5.3,0.540,,-87.94720084,,
5.4,0.534,,-88.52116813,,
5.5,0.528,,-89.09513543,,
5.6,0.522,,-89.66910272,,
5.7,0.516,,-90.24307002,,
5.8,0.510,,-90.81703732,,
5.9,0.504,,-91.39100461,,
6.0,0.498,,-91.96497191,,
6.0,0.498,-0.21516,,,
6.1,0.492,,-92.5389392,,
6.1,0.492,-0.78913,,,
6.2,0.487,,-93.1129065,,
6.2,0.487,-1.36309,,,
6.3,0.481,,-93.6868738,,
6.3,0.481,-1.93706,,,
6.4,0.475,,-94.26084109,,
6.4,0.475,-2.51103,,,
6.5,0.469,,-94.83480839,,
6.5,0.469,-3.085,,,
6.6,0.463,,-95.40877568,,
6.6,0.463,-3.65896,,,
6.7,0.457,,-95.98274298,,
6.7,0.457,-4.23293,,,
6.8,0.451,,-96.55671028,,
6.8,0.451,-4.8069,,,
6.9,0.445,,-97.13067757,,
6.9,0.445,-5.38087,,,
7.0,0.439,,-97.70464487,,
7.0,0.439,-5.95483,,,
7.1,0.433,,-98.27861216,,
7.1,0.433,-6.5288,,,
7.2,0.428,,-98.85257946,,
7.2,0.428,-7.10277,,,
7.3,0.422,,-99.42654676,,
7.3,0.422,-7.67673,,,
7.4,0.416,,-100.0005141,,
7.4,0.416,-8.2507,,,
7.5,0.410,,-100.5744813,,
7.5,0.410,-8.82467,,,
7.6,0.404,,-101.1484486,,
7.6,0.404,-9.39864,,,
7.7,0.398,,-101.7224159,,
7.7,0.398,-9.9726,,,
7.8,0.392,,-102.2963832,,
7.8,0.392,-10.5466,,,
7.9,0.386,,-102.8703505,,
7.9,0.386,-11.1205,,,
8.0,0.380,,-103.4443178,,
8.0,0.380,-11.6945,,,
8.1,0.374,,-104.0182851,,
8.1,0.374,-12.2685,,,
8.2,0.369,,-104.5922524,,
8.2,0.369,-12.8424,,,
8.3,0.363,,-105.1662197,,
8.3,0.363,-13.4164,,,
8.4,0.357,,-105.740187,,
8.4,0.357,-13.9904,,,
8.5,0.351,,-106.3141543,,
8.5,0.351,-14.5643,,,
8.6,0.345,,-106.8881216,,
8.6,0.345,-15.1383,,,
8.7,0.339,,-107.4620889,,
8.7,0.339,-15.7123,,,
8.8,0.333,,-108.0360562,,
8.8,0.333,-16.2862,,,
8.9,0.327,,-108.6100235,,
8.9,0.327,-16.8602,,,
9.0,0.321,,-109.1839908,,
9.0,0.321,-17.4342,,,
9.1,0.315,,-109.7579581,,
9.1,0.315,-18.0081,,,
9.2,0.310,,-110.3319254,,
9.2,0.310,-18.5821,,,
9.3,0.304,,-110.9058927,,
9.3,0.304,-19.1561,,,
9.4,0.298,,-111.47986,,
9.4,0.298,-19.73,,,
9.5,0.292,,-112.0538273,,
9.5,0.292,-20.304,,,
9.6,0.286,,-112.6277946,,
9.6,0.286,-20.878,,,
9.7,0.280,,-113.2017619,,
9.7,0.280,-21.4519,,,
9.8,0.274,,-113.7757292,,
9.8,0.274,-22.0259,,,
9.9,0.268,,-114.3496965,,
9.9,0.268,-22.5999,,,
10.0,0.262,,-114.9236638,,
10.0,0.262,-23.1739,,,
10.1,0.256,,-115.497631,,
10.1,0.256,-23.7478,,,
10.2,0.251,,-116.0715983,,
10.2,0.251,-24.3218,,,
10.3,0.245,,-116.6455656,,
10.3,0.245,-24.8958,,,
10.4,0.239,,-117.2195329,,
10.4,0.239,-25.4697,,,
10.5,0.233,,-117.7935002,,
10.5,0.233,-26.0437,,,
10.6,0.227,,-118.3674675,,
10.6,0.227,-26.6177,,,
10.7,0.221,,-118.9414348,,
10.7,0.221,-27.1916,,,
10.8,0.215,,-119.5154021,,
10.8,0.215,-27.7656,,,
10.9,0.209,,-120.0893694,,
10.9,0.209,-28.3396,,,
11.0,0.203,,-120.6633367,,
11.0,0.203,-28.9135,,,
11.1,0.197,,-121.237304,,
11.1,0.197,-29.4875,,,
11.2,0.192,,-121.8112713,,
11.2,0.192,-30.0615,,,
11.3,0.186,,-122.3852386,,
11.3,0.186,-30.6354,,,
11.4,0.180,,-122.9592059,,
11.4,0.180,-31.2094,,,
11.5,0.174,,-123.5331732,,
11.5,0.174,-31.7834,,,
11.6,0.168,,-124.1071405,,
11.6,0.168,-32.3573,,,
11.7,0.162,,-124.6811078,,
11.7,0.162,-32.9313,,,
11.8,0.156,,-125.2550751,,
11.8,0.156,-33.5053,,,
11.9,0.150,,-125.8290424,,
11.9,0.150,-34.0792,,,
12.0,0.144,,-126.4030097,,
12.0,0.144,-34.6532,,,
4.9,0.613,,-89.34002966,,
5.0,0.607,,-89.91399696,,
5.1,0.601,,-90.48796425,,
5.2,0.596,,-91.06193155,,
5.3,0.590,,-91.63589885,,
5.4,0.584,,-92.20986614,,
5.5,0.578,,-92.78383344,,
5.6,0.572,,-93.35780073,,
5.7,0.566,,-93.93176803,,
5.8,0.560,,-94.50573533,,
5.9,0.554,,-95.07970262,,
6.0,0.548,,-95.65366992,,
