Fig  3e,,,,"Note from author: 1. The blank cells indicate  the calculated NO2 binding energy was not exothermic under the corresponding {pH,potential}, implying no adsorption; thus, no value is reported and leave with blank.",
Model Data,,,,,2. Reader may find certain potential-pH ranges are duplicated; This is because NO2 binding was calculated separately on both TTM and CuNP for streamlined data analysis and visualization. Further details are provided in the Python code.
pH value,Potential of TTM (V vs. RHE),NO2 binding energy of TTM (kJ mol-1),NO2 binding energy of CuNP (kJ mol-1),,
6.0,0.548,-0.21516,,,
6.1,0.542,,-96.22763721,,
6.1,0.542,-0.78913,,,
6.2,0.537,,-96.80160451,,
6.2,0.537,-1.36309,,,
6.3,0.531,,-97.37557181,,
6.3,0.531,-1.93706,,,
6.4,0.525,,-97.9495391,,
6.4,0.525,-2.51103,,,
6.5,0.519,,-98.5235064,,
6.5,0.519,-3.085,,,
6.6,0.513,,-99.09747369,,
6.6,0.513,-3.65896,,,
6.7,0.507,,-99.67144099,,
6.7,0.507,-4.23293,,,
6.8,0.501,,-100.2454083,,
6.8,0.501,-4.8069,,,
6.9,0.495,,-100.8193756,,
6.9,0.495,-5.38087,,,
7.0,0.489,,-101.3933429,,
7.0,0.489,-5.95483,,,
7.1,0.483,,-101.9673102,,
7.1,0.483,-6.5288,,,
7.2,0.478,,-102.5412775,,
7.2,0.478,-7.10277,,,
7.3,0.472,,-103.1152448,,
7.3,0.472,-7.67673,,,
7.4,0.466,,-103.6892121,,
7.4,0.466,-8.2507,,,
7.5,0.460,,-104.2631794,,
7.5,0.460,-8.82467,,,
7.6,0.454,,-104.8371467,,
7.6,0.454,-9.39864,,,
7.7,0.448,,-105.411114,,
7.7,0.448,-9.9726,,,
7.8,0.442,,-105.9850812,,
7.8,0.442,-10.5466,,,
7.9,0.436,,-106.5590485,,
7.9,0.436,-11.1205,,,
8.0,0.430,,-107.1330158,,
8.0,0.430,-11.6945,,,
8.1,0.424,,-107.7069831,,
8.1,0.424,-12.2685,,,
8.2,0.419,,-108.2809504,,
8.2,0.419,-12.8424,,,
8.3,0.413,,-108.8549177,,
8.3,0.413,-13.4164,,,
8.4,0.407,,-109.428885,,
8.4,0.407,-13.9904,,,
8.5,0.401,,-110.0028523,,
8.5,0.401,-14.5643,,,
8.6,0.395,,-110.5768196,,
8.6,0.395,-15.1383,,,
8.7,0.389,,-111.1507869,,
8.7,0.389,-15.7123,,,
8.8,0.383,,-111.7247542,,
8.8,0.383,-16.2862,,,
8.9,0.377,,-112.2987215,,
8.9,0.377,-16.8602,,,
9.0,0.371,,-112.8726888,,
9.0,0.371,-17.4342,,,
9.1,0.365,,-113.4466561,,
9.1,0.365,-18.0081,,,
9.2,0.360,,-114.0206234,,
9.2,0.360,-18.5821,,,
9.3,0.354,,-114.5945907,,
9.3,0.354,-19.1561,,,
9.4,0.348,,-115.168558,,
9.4,0.348,-19.73,,,
9.5,0.342,,-115.7425253,,
9.5,0.342,-20.304,,,
9.6,0.336,,-116.3164926,,
9.6,0.336,-20.878,,,
9.7,0.330,,-116.8904599,,
9.7,0.330,-21.4519,,,
9.8,0.324,,-117.4644272,,
9.8,0.324,-22.0259,,,
9.9,0.318,,-118.0383945,,
9.9,0.318,-22.5999,,,
10.0,0.312,,-118.6123618,,
10.0,0.312,-23.1739,,,
10.1,0.306,,-119.1863291,,
10.1,0.306,-23.7478,,,
10.2,0.301,,-119.7602964,,
10.2,0.301,-24.3218,,,
10.3,0.295,,-120.3342636,,
10.3,0.295,-24.8958,,,
10.4,0.289,,-120.9082309,,
10.4,0.289,-25.4697,,,
10.5,0.283,,-121.4821982,,
10.5,0.283,-26.0437,,,
10.6,0.277,,-122.0561655,,
10.6,0.277,-26.6177,,,
10.7,0.271,,-122.6301328,,
10.7,0.271,-27.1916,,,
10.8,0.265,,-123.2041001,,
10.8,0.265,-27.7656,,,
10.9,0.259,,-123.7780674,,
10.9,0.259,-28.3396,,,
11.0,0.253,,-124.3520347,,
11.0,0.253,-28.9135,,,
11.1,0.247,,-124.926002,,
11.1,0.247,-29.4875,,,
11.2,0.242,,-125.4999693,,
11.2,0.242,-30.0615,,,
11.3,0.236,,-126.0739366,,
11.3,0.236,-30.6354,,,
11.4,0.230,,-126.6479039,,
11.4,0.230,-31.2094,,,
11.5,0.224,,-127.2218712,,
11.5,0.224,-31.7834,,,
11.6,0.218,,-127.7958385,,
11.6,0.218,-32.3573,,,
11.7,0.212,,-128.3698058,,
11.7,0.212,-32.9313,,,
11.8,0.206,,-128.9437731,,
11.8,0.206,-33.5053,,,
11.9,0.200,,-129.5177404,,
11.9,0.200,-34.0792,,,
12.0,0.194,,-130.0917077,,
12.0,0.194,-34.6532,,,
4.9,0.663,,-93.02872767,,
5.0,0.657,,-93.60269497,,
5.1,0.651,,-94.17666226,,
5.2,0.646,,-94.75062956,,
5.3,0.640,,-95.32459686,,
5.4,0.634,,-95.89856415,,
5.5,0.628,,-96.47253145,,
5.6,0.622,,-97.04649874,,
5.7,0.616,,-97.62046604,,
5.8,0.610,,-98.19443334,,
5.9,0.604,,-98.76840063,,
6.0,0.598,,-99.34236793,,
6.0,0.598,-0.21516,,,
6.1,0.592,,-99.91633522,,
6.1,0.592,-0.78913,,,
6.2,0.587,,-100.4903025,,
6.2,0.587,-1.36309,,,
6.3,0.581,,-101.0642698,,
6.3,0.581,-1.93706,,,
6.4,0.575,,-101.6382371,,
6.4,0.575,-2.51103,,,
6.5,0.569,,-102.2122044,,
6.5,0.569,-3.085,,,
6.6,0.563,,-102.7861717,,
6.6,0.563,-3.65896,,,
6.7,0.557,,-103.360139,,
6.7,0.557,-4.23293,,,
6.8,0.551,,-103.9341063,,
6.8,0.551,-4.8069,,,
6.9,0.545,,-104.5080736,,
6.9,0.545,-5.38087,,,
7.0,0.539,,-105.0820409,,
7.0,0.539,-5.95483,,,
7.1,0.533,,-105.6560082,,
7.1,0.533,-6.5288,,,
7.2,0.528,,-106.2299755,,
7.2,0.528,-7.10277,,,
7.3,0.522,,-106.8039428,,
7.3,0.522,-7.67673,,,
7.4,0.516,,-107.3779101,,
7.4,0.516,-8.2507,,,
7.5,0.510,,-107.9518774,,
7.5,0.510,-8.82467,,,
7.6,0.504,,-108.5258447,,
7.6,0.504,-9.39864,,,
7.7,0.498,,-109.099812,,
7.7,0.498,-9.9726,,,
7.8,0.492,,-109.6737793,,
7.8,0.492,-10.5466,,,
7.9,0.486,,-110.2477466,,
7.9,0.486,-11.1205,,,
8.0,0.480,,-110.8217138,,
8.0,0.480,-11.6945,,,
8.1,0.474,,-111.3956811,,
8.1,0.474,-12.2685,,,
8.2,0.469,,-111.9696484,,
8.2,0.469,-12.8424,,,
8.3,0.463,,-112.5436157,,
8.3,0.463,-13.4164,,,
8.4,0.457,,-113.117583,,
8.4,0.457,-13.9904,,,
8.5,0.451,,-113.6915503,,
8.5,0.451,-14.5643,,,
8.6,0.445,,-114.2655176,,
8.6,0.445,-15.1383,,,
8.7,0.439,,-114.8394849,,
8.7,0.439,-15.7123,,,
8.8,0.433,,-115.4134522,,
8.8,0.433,-16.2862,,,
8.9,0.427,,-115.9874195,,
8.9,0.427,-16.8602,,,
9.0,0.421,,-116.5613868,,
9.0,0.421,-17.4342,,,
9.1,0.415,,-117.1353541,,
9.1,0.415,-18.0081,,,
9.2,0.410,,-117.7093214,,
9.2,0.410,-18.5821,,,
9.3,0.404,,-118.2832887,,
9.3,0.404,-19.1561,,,
9.4,0.398,,-118.857256,,
9.4,0.398,-19.73,,,
9.5,0.392,,-119.4312233,,
9.5,0.392,-20.304,,,
9.6,0.386,,-120.0051906,,
9.6,0.386,-20.878,,,
9.7,0.380,,-120.5791579,,
9.7,0.380,-21.4519,,,
9.8,0.374,,-121.1531252,,
9.8,0.374,-22.0259,,,
9.9,0.368,,-121.7270925,,
9.9,0.368,-22.5999,,,
10.0,0.362,,-122.3010598,,
10.0,0.362,-23.1739,,,
10.1,0.356,,-122.8750271,,
10.1,0.356,-23.7478,,,
10.2,0.351,,-123.4489944,,
10.2,0.351,-24.3218,,,
10.3,0.345,,-124.0229617,,
10.3,0.345,-24.8958,,,
10.4,0.339,,-124.596929,,
10.4,0.339,-25.4697,,,
10.5,0.333,,-125.1708963,,
10.5,0.333,-26.0437,,,
10.6,0.327,,-125.7448635,,
10.6,0.327,-26.6177,,,
10.7,0.321,,-126.3188308,,
10.7,0.321,-27.1916,,,
10.8,0.315,,-126.8927981,,
10.8,0.315,-27.7656,,,
10.9,0.309,,-127.4667654,,
10.9,0.309,-28.3396,,,
11.0,0.303,,-128.0407327,,
11.0,0.303,-28.9135,,,
11.1,0.297,,-128.6147,,
11.1,0.297,-29.4875,,,
11.2,0.292,,-129.1886673,,
11.2,0.292,-30.0615,,,
11.3,0.286,,-129.7626346,,
11.3,0.286,-30.6354,,,
11.4,0.280,,-130.3366019,,
11.4,0.280,-31.2094,,,
11.5,0.274,,-130.9105692,,
11.5,0.274,-31.7834,,,
11.6,0.268,,-131.4845365,,
11.6,0.268,-32.3573,,,
11.7,0.262,,-132.0585038,,
11.7,0.262,-32.9313,,,
11.8,0.256,,-132.6324711,,
11.8,0.256,-33.5053,,,
11.9,0.250,,-133.2064384,,
11.9,0.250,-34.0792,,,
12.0,0.244,,-133.7804057,,
12.0,0.244,-34.6532,,,
4.9,0.713,,-96.71742568,,
5.0,0.707,,-97.29139298,,
5.1,0.701,,-97.86536027,,
5.2,0.696,,-98.43932757,,
5.3,0.690,,-99.01329487,,
5.4,0.684,,-99.58726216,,
5.5,0.678,,-100.1612295,,
5.6,0.672,,-100.7351968,,
5.7,0.666,,-101.309164,,
5.8,0.660,,-101.8831313,,
5.9,0.654,,-102.4570986,,
6.0,0.648,,-103.0310659,,
6.0,0.648,-0.21516,,,
6.1,0.642,,-103.6050332,,
6.1,0.642,-0.78913,,,
6.2,0.637,,-104.1790005,,
6.2,0.637,-1.36309,,,
6.3,0.631,,-104.7529678,,
6.3,0.631,-1.93706,,,
6.4,0.625,,-105.3269351,,
6.4,0.625,-2.51103,,,
6.5,0.619,,-105.9009024,,
6.5,0.619,-3.085,,,
6.6,0.613,,-106.4748697,,
6.6,0.613,-3.65896,,,
6.7,0.607,,-107.048837,,
6.7,0.607,-4.23293,,,
6.8,0.601,,-107.6228043,,
6.8,0.601,-4.8069,,,
6.9,0.595,,-108.1967716,,
6.9,0.595,-5.38087,,,
7.0,0.589,,-108.7707389,,
7.0,0.589,-5.95483,,,
7.1,0.583,,-109.3447062,,
7.1,0.583,-6.5288,,,
7.2,0.578,,-109.9186735,,
7.2,0.578,-7.10277,,,
7.3,0.572,,-110.4926408,,
7.3,0.572,-7.67673,,,
7.4,0.566,,-111.0666081,,
7.4,0.566,-8.2507,,,
7.5,0.560,,-111.6405754,,
7.5,0.560,-8.82467,,,
7.6,0.554,,-112.2145427,,
7.6,0.554,-9.39864,,,
7.7,0.548,,-112.78851,,
7.7,0.548,-9.9726,,,
7.8,0.542,,-113.3624773,,
7.8,0.542,-10.5466,,,
7.9,0.536,,-113.9364446,,
7.9,0.536,-11.1205,,,
8.0,0.530,,-114.5104119,,
8.0,0.530,-11.6945,,,
8.1,0.524,,-115.0843792,,
8.1,0.524,-12.2685,,,
8.2,0.519,,-115.6583465,,
8.2,0.519,-12.8424,,,
8.3,0.513,,-116.2323137,,
8.3,0.513,-13.4164,,,
8.4,0.507,,-116.806281,,
8.4,0.507,-13.9904,,,
8.5,0.501,,-117.3802483,,
8.5,0.501,-14.5643,,,
8.6,0.495,,-117.9542156,,
8.6,0.495,-15.1383,,,
8.7,0.489,,-118.5281829,,
8.7,0.489,-15.7123,,,
8.8,0.483,,-119.1021502,,
8.8,0.483,-16.2862,,,
8.9,0.477,,-119.6761175,,
8.9,0.477,-16.8602,,,
9.0,0.471,,-120.2500848,,
9.0,0.471,-17.4342,,,
9.1,0.465,,-120.8240521,,
9.1,0.465,-18.0081,,,
9.2,0.460,,-121.3980194,,
9.2,0.460,-18.5821,,,
9.3,0.454,,-121.9719867,,
9.3,0.454,-19.1561,,,
9.4,0.448,,-122.545954,,
9.4,0.448,-19.73,,,
9.5,0.442,,-123.1199213,,
9.5,0.442,-20.304,,,
9.6,0.436,,-123.6938886,,
9.6,0.436,-20.878,,,
9.7,0.430,,-124.2678559,,
9.7,0.430,-21.4519,,,
9.8,0.424,,-124.8418232,,
9.8,0.424,-22.0259,,,
9.9,0.418,,-125.4157905,,
9.9,0.418,-22.5999,,,
10.0,0.412,,-125.9897578,,
10.0,0.412,-23.1739,,,
10.1,0.406,,-126.5637251,,
10.1,0.406,-23.7478,,,
10.2,0.401,,-127.1376924,,
10.2,0.401,-24.3218,,,
10.3,0.395,,-127.7116597,,
10.3,0.395,-24.8958,,,
10.4,0.389,,-128.285627,,
10.4,0.389,-25.4697,,,
10.5,0.383,,-128.8595943,,
10.5,0.383,-26.0437,,,
10.6,0.377,,-129.4335616,,
10.6,0.377,-26.6177,,,
10.7,0.371,,-130.0075289,,
10.7,0.371,-27.1916,,,
10.8,0.365,,-130.5814961,,
10.8,0.365,-27.7656,,,
10.9,0.359,,-131.1554634,,
10.9,0.359,-28.3396,,,
11.0,0.353,,-131.7294307,,
11.0,0.353,-28.9135,,,
11.1,0.347,,-132.303398,,
11.1,0.347,-29.4875,,,
11.2,0.342,,-132.8773653,,
11.2,0.342,-30.0615,,,
11.3,0.336,,-133.4513326,,
11.3,0.336,-30.6354,,,
11.4,0.330,,-134.0252999,,
11.4,0.330,-31.2094,,,
11.5,0.324,,-134.5992672,,
11.5,0.324,-31.7834,,,
11.6,0.318,,-135.1732345,,
11.6,0.318,-32.3573,,,
11.7,0.312,,-135.7472018,,
11.7,0.312,-32.9313,,,
11.8,0.306,,-136.3211691,,
11.8,0.306,-33.5053,,,
11.9,0.300,,-136.8951364,,
11.9,0.300,-34.0792,,,
12.0,0.294,,-137.4691037,,
12.0,0.294,-34.6532,,,
4.9,0.763,,-100.4061237,,
5.0,0.757,,-100.980091,,
5.1,0.751,,-101.5540583,,
5.2,0.746,,-102.1280256,,
5.3,0.740,,-102.7019929,,
5.4,0.734,,-103.2759602,,
5.5,0.728,,-103.8499275,,
5.6,0.722,,-104.4238948,,
5.7,0.716,,-104.9978621,,
5.8,0.710,,-105.5718294,,
5.9,0.704,,-106.1457967,,
6.0,0.698,,-106.7197639,,
6.0,0.698,-0.21516,,,
6.1,0.692,,-107.2937312,,
6.1,0.692,-0.78913,,,
6.2,0.687,,-107.8676985,,
6.2,0.687,-1.36309,,,
6.3,0.681,,-108.4416658,,
6.3,0.681,-1.93706,,,
6.4,0.675,,-109.0156331,,
6.4,0.675,-2.51103,,,
6.5,0.669,,-109.5896004,,
6.5,0.669,-3.085,,,
6.6,0.663,,-110.1635677,,
6.6,0.663,-3.65896,,,
6.7,0.657,,-110.737535,,
6.7,0.657,-4.23293,,,
6.8,0.651,,-111.3115023,,
6.8,0.651,-4.8069,,,
6.9,0.645,,-111.8854696,,
6.9,0.645,-5.38087,,,
7.0,0.639,,-112.4594369,,
7.0,0.639,-5.95483,,,
7.1,0.633,,-113.0334042,,
7.1,0.633,-6.5288,,,
7.2,0.628,,-113.6073715,,
7.2,0.628,-7.10277,,,
7.3,0.622,,-114.1813388,,
7.3,0.622,-7.67673,,,
7.4,0.616,,-114.7553061,,
7.4,0.616,-8.2507,,,
7.5,0.610,,-115.3292734,,
7.5,0.610,-8.82467,,,
7.6,0.604,,-115.9032407,,
7.6,0.604,-9.39864,,,
7.7,0.598,,-116.477208,,
7.7,0.598,-9.9726,,,
7.8,0.592,,-117.0511753,,
7.8,0.592,-10.5466,,,
7.9,0.586,,-117.6251426,,
7.9,0.586,-11.1205,,,
8.0,0.580,,-118.1991099,,
8.0,0.580,-11.6945,,,
8.1,0.574,,-118.7730772,,
8.1,0.574,-12.2685,,,
8.2,0.569,,-119.3470445,,
8.2,0.569,-12.8424,,,
8.3,0.563,,-119.9210118,,
8.3,0.563,-13.4164,,,
8.4,0.557,,-120.4949791,,
8.4,0.557,-13.9904,,,
8.5,0.551,,-121.0689463,,
8.5,0.551,-14.5643,,,
8.6,0.545,,-121.6429136,,
8.6,0.545,-15.1383,,,
8.7,0.539,,-122.2168809,,
8.7,0.539,-15.7123,,,
8.8,0.533,,-122.7908482,,
8.8,0.533,-16.2862,,,
8.9,0.527,,-123.3648155,,
8.9,0.527,-16.8602,,,
9.0,0.521,,-123.9387828,,
9.0,0.521,-17.4342,,,
9.1,0.515,,-124.5127501,,
9.1,0.515,-18.0081,,,
9.2,0.510,,-125.0867174,,
9.2,0.510,-18.5821,,,
9.3,0.504,,-125.6606847,,
9.3,0.504,-19.1561,,,
9.4,0.498,,-126.234652,,
9.4,0.498,-19.73,,,
9.5,0.492,,-126.8086193,,
9.5,0.492,-20.304,,,
9.6,0.486,,-127.3825866,,
9.6,0.486,-20.878,,,
9.7,0.480,,-127.9565539,,
9.7,0.480,-21.4519,,,
9.8,0.474,,-128.5305212,,
9.8,0.474,-22.0259,,,
9.9,0.468,,-129.1044885,,
9.9,0.468,-22.5999,,,
10.0,0.462,,-129.6784558,,
10.0,0.462,-23.1739,,,
10.1,0.456,,-130.2524231,,
10.1,0.456,-23.7478,,,
10.2,0.451,,-130.8263904,,
10.2,0.451,-24.3218,,,
10.3,0.445,,-131.4003577,,
10.3,0.445,-24.8958,,,
10.4,0.439,,-131.974325,,
10.4,0.439,-25.4697,,,
10.5,0.433,,-132.5482923,,
10.5,0.433,-26.0437,,,
10.6,0.427,,-133.1222596,,
10.6,0.427,-26.6177,,,
10.7,0.421,,-133.6962269,,
10.7,0.421,-27.1916,,,
10.8,0.415,,-134.2701942,,
10.8,0.415,-27.7656,,,
10.9,0.409,,-134.8441615,,
10.9,0.409,-28.3396,,,
11.0,0.403,,-135.4181288,,
11.0,0.403,-28.9135,,,
11.1,0.397,,-135.992096,,
11.1,0.397,-29.4875,,,
11.2,0.392,,-136.5660633,,
11.2,0.392,-30.0615,,,
11.3,0.386,,-137.1400306,,
11.3,0.386,-30.6354,,,
11.4,0.380,,-137.7139979,,
11.4,0.380,-31.2094,,,
11.5,0.374,,-138.2879652,,
11.5,0.374,-31.7834,,,
11.6,0.368,,-138.8619325,,
11.6,0.368,-32.3573,,,
11.7,0.362,,-139.4358998,,
11.7,0.362,-32.9313,,,
11.8,0.356,,-140.0098671,,
11.8,0.356,-33.5053,,,
11.9,0.350,,-140.5838344,,
11.9,0.350,-34.0792,,,
12.0,0.344,,-141.1578017,,
12.0,0.344,-34.6532,,,
4.9,0.813,,-104.0948217,,
5.0,0.807,,-104.668789,,
5.1,0.801,,-105.2427563,,
5.2,0.796,,-105.8167236,,
5.3,0.790,,-106.3906909,,
5.4,0.784,,-106.9646582,,
5.5,0.778,,-107.5386255,,
5.6,0.772,,-108.1125928,,
5.7,0.766,,-108.6865601,,
5.8,0.760,,-109.2605274,,
5.9,0.754,,-109.8344947,,
6.0,0.748,,-110.408462,,
6.0,0.748,-0.21516,,,
6.1,0.742,,-110.9824293,,
6.1,0.742,-0.78913,,,
6.2,0.737,,-111.5563965,,
6.2,0.737,-1.36309,,,
6.3,0.731,,-112.1303638,,
6.3,0.731,-1.93706,,,
6.4,0.725,,-112.7043311,,
6.4,0.725,-2.51103,,,
6.5,0.719,,-113.2782984,,
6.5,0.719,-3.085,,,
6.6,0.713,,-113.8522657,,
6.6,0.713,-3.65896,,,
6.7,0.707,,-114.426233,,
6.7,0.707,-4.23293,,,
6.8,0.701,,-115.0002003,,
6.8,0.701,-4.8069,,,
6.9,0.695,,-115.5741676,,
6.9,0.695,-5.38087,,,
7.0,0.689,,-116.1481349,,
7.0,0.689,-5.95483,,,
7.1,0.683,,-116.7221022,,
7.1,0.683,-6.5288,,,
7.2,0.678,,-117.2960695,,
7.2,0.678,-7.10277,,,
7.3,0.672,,-117.8700368,,
7.3,0.672,-7.67673,,,
7.4,0.666,,-118.4440041,,
7.4,0.666,-8.2507,,,
7.5,0.660,,-119.0179714,,
7.5,0.660,-8.82467,,,
7.6,0.654,,-119.5919387,,
7.6,0.654,-9.39864,,,
7.7,0.648,,-120.165906,,
7.7,0.648,-9.9726,,,
7.8,0.642,,-120.7398733,,
7.8,0.642,-10.5466,,,
7.9,0.636,,-121.3138406,,
7.9,0.636,-11.1205,,,
8.0,0.630,,-121.8878079,,
8.0,0.630,-11.6945,,,
8.1,0.624,,-122.4617752,,
8.1,0.624,-12.2685,,,
8.2,0.619,,-123.0357425,,
8.2,0.619,-12.8424,,,
8.3,0.613,,-123.6097098,,
8.3,0.613,-13.4164,,,
8.4,0.607,,-124.1836771,,
8.4,0.607,-13.9904,,,
8.5,0.601,,-124.7576444,,
8.5,0.601,-14.5643,,,
8.6,0.595,,-125.3316117,,
8.6,0.595,-15.1383,,,
8.7,0.589,,-125.905579,,
8.7,0.589,-15.7123,,,
8.8,0.583,,-126.4795462,,
8.8,0.583,-16.2862,,,
8.9,0.577,,-127.0535135,,
8.9,0.577,-16.8602,,,
9.0,0.571,,-127.6274808,,
9.0,0.571,-17.4342,,,
9.1,0.565,,-128.2014481,,
9.1,0.565,-18.0081,,,
9.2,0.560,,-128.7754154,,
9.2,0.560,-18.5821,,,
9.3,0.554,,-129.3493827,,
9.3,0.554,-19.1561,,,
9.4,0.548,,-129.92335,,
9.4,0.548,-19.73,,,
9.5,0.542,,-130.4973173,,
9.5,0.542,-20.304,,,
9.6,0.536,,-131.0712846,,
9.6,0.536,-20.878,,,
9.7,0.530,,-131.6452519,,
9.7,0.530,-21.4519,,,
9.8,0.524,,-132.2192192,,
9.8,0.524,-22.0259,,,
9.9,0.518,,-132.7931865,,
9.9,0.518,-22.5999,,,
10.0,0.512,,-133.3671538,,
10.0,0.512,-23.1739,,,
10.1,0.506,,-133.9411211,,
10.1,0.506,-23.7478,,,
10.2,0.501,,-134.5150884,,
10.2,0.501,-24.3218,,,
10.3,0.495,,-135.0890557,,
10.3,0.495,-24.8958,,,
10.4,0.489,,-135.663023,,
10.4,0.489,-25.4697,,,
10.5,0.483,,-136.2369903,,
10.5,0.483,-26.0437,,,
10.6,0.477,,-136.8109576,,
10.6,0.477,-26.6177,,,
10.7,0.471,,-137.3849249,,
10.7,0.471,-27.1916,,,
10.8,0.465,,-137.9588922,,
10.8,0.465,-27.7656,,,
10.9,0.459,,-138.5328595,,
10.9,0.459,-28.3396,,,
11.0,0.453,,-139.1068268,,
11.0,0.453,-28.9135,,,
11.1,0.447,,-139.6807941,,
11.1,0.447,-29.4875,,,
11.2,0.442,,-140.2547614,,
11.2,0.442,-30.0615,,,
11.3,0.436,,-140.8287286,,
11.3,0.436,-30.6354,,,
11.4,0.430,,-141.4026959,,
11.4,0.430,-31.2094,,,
11.5,0.424,,-141.9766632,,
11.5,0.424,-31.7834,,,
11.6,0.418,,-142.5506305,,
11.6,0.418,-32.3573,,,
11.7,0.412,,-143.1245978,,
11.7,0.412,-32.9313,,,
11.8,0.406,,-143.6985651,,
11.8,0.406,-33.5053,,,
11.9,0.400,,-144.2725324,,
11.9,0.400,-34.0792,,,
12.0,0.394,,-144.8464997,,
12.0,0.394,-34.6532,,,
4.9,0.863,,-107.7835197,,
5.0,0.857,,-108.357487,,
5.1,0.851,,-108.9314543,,
5.2,0.846,,-109.5054216,,
5.3,0.840,,-110.0793889,,
5.4,0.834,,-110.6533562,,
5.5,0.828,,-111.2273235,,
5.6,0.822,,-111.8012908,,
5.7,0.816,,-112.3752581,,
5.8,0.810,,-112.9492254,,
5.9,0.804,,-113.5231927,,
6.0,0.798,,-114.09716,,
6.0,0.798,-0.21516,,,
6.1,0.792,,-114.6711273,,
6.1,0.792,-0.78913,,,
6.2,0.787,,-115.2450946,,
6.2,0.787,-1.36309,,,
6.3,0.781,,-115.8190619,,
6.3,0.781,-1.93706,,,
6.4,0.775,,-116.3930292,,
6.4,0.775,-2.51103,,,
6.5,0.769,,-116.9669964,,
6.5,0.769,-3.085,,,
6.6,0.763,,-117.5409637,,
6.6,0.763,-3.65896,,,
6.7,0.757,,-118.114931,,
6.7,0.757,-4.23293,,,
6.8,0.751,,-118.6888983,,
6.8,0.751,-4.8069,,,
6.9,0.745,,-119.2628656,,
6.9,0.745,-5.38087,,,
7.0,0.739,,-119.8368329,,
7.0,0.739,-5.95483,,,
7.1,0.733,,-120.4108002,,
7.1,0.733,-6.5288,,,
7.2,0.728,,-120.9847675,,
7.2,0.728,-7.10277,,,
7.3,0.722,,-121.5587348,,
7.3,0.722,-7.67673,,,
7.4,0.716,,-122.1327021,,
7.4,0.716,-8.2507,,,
7.5,0.710,,-122.7066694,,
7.5,0.710,-8.82467,,,
7.6,0.704,,-123.2806367,,
7.6,0.704,-9.39864,,,
7.7,0.698,,-123.854604,,
7.7,0.698,-9.9726,,,
7.8,0.692,,-124.4285713,,
7.8,0.692,-10.5466,,,
7.9,0.686,,-125.0025386,,
7.9,0.686,-11.1205,,,
8.0,0.680,,-125.5765059,,
8.0,0.680,-11.6945,,,
8.1,0.674,,-126.1504732,,
8.1,0.674,-12.2685,,,
8.2,0.669,,-126.7244405,,
8.2,0.669,-12.8424,,,
8.3,0.663,,-127.2984078,,
8.3,0.663,-13.4164,,,
8.4,0.657,,-127.8723751,,
8.4,0.657,-13.9904,,,
8.5,0.651,,-128.4463424,,
8.5,0.651,-14.5643,,,
8.6,0.645,,-129.0203097,,
8.6,0.645,-15.1383,,,
8.7,0.639,,-129.594277,,
8.7,0.639,-15.7123,,,
8.8,0.633,,-130.1682443,,
8.8,0.633,-16.2862,,,
8.9,0.627,,-130.7422116,,
8.9,0.627,-16.8602,,,
9.0,0.621,,-131.3161788,,
9.0,0.621,-17.4342,,,
9.1,0.615,,-131.8901461,,
9.1,0.615,-18.0081,,,
9.2,0.610,,-132.4641134,,
9.2,0.610,-18.5821,,,
9.3,0.604,,-133.0380807,,
9.3,0.604,-19.1561,,,
9.4,0.598,,-133.612048,,
9.4,0.598,-19.73,,,
9.5,0.592,,-134.1860153,,
9.5,0.592,-20.304,,,
9.6,0.586,,-134.7599826,,
9.6,0.586,-20.878,,,
9.7,0.580,,-135.3339499,,
9.7,0.580,-21.4519,,,
9.8,0.574,,-135.9079172,,
9.8,0.574,-22.0259,,,
9.9,0.568,,-136.4818845,,
9.9,0.568,-22.5999,,,
10.0,0.562,,-137.0558518,,
10.0,0.562,-23.1739,,,
10.1,0.556,,-137.6298191,,
10.1,0.556,-23.7478,,,
10.2,0.551,,-138.2037864,,
10.2,0.551,-24.3218,,,
10.3,0.545,,-138.7777537,,
10.3,0.545,-24.8958,,,
10.4,0.539,,-139.351721,,
10.4,0.539,-25.4697,,,
10.5,0.533,,-139.9256883,,
10.5,0.533,-26.0437,,,
10.6,0.527,,-140.4996556,,
10.6,0.527,-26.6177,,,
10.7,0.521,,-141.0736229,,
10.7,0.521,-27.1916,,,
10.8,0.515,,-141.6475902,,
10.8,0.515,-27.7656,,,
10.9,0.509,,-142.2215575,,
10.9,0.509,-28.3396,,,
11.0,0.503,,-142.7955248,,
11.0,0.503,-28.9135,,,
11.1,0.497,,-143.3694921,,
11.1,0.497,-29.4875,,,
11.2,0.492,,-143.9434594,,
11.2,0.492,-30.0615,,,
11.3,0.486,,-144.5174267,,
11.3,0.486,-30.6354,,,
11.4,0.480,,-145.091394,,
11.4,0.480,-31.2094,,,
11.5,0.474,,-145.6653613,,
11.5,0.474,-31.7834,,,
11.6,0.468,,-146.2393285,,
11.6,0.468,-32.3573,,,
11.7,0.462,,-146.8132958,,
11.7,0.462,-32.9313,,,
11.8,0.456,,-147.3872631,,
11.8,0.456,-33.5053,,,
11.9,0.450,,-147.9612304,,
11.9,0.450,-34.0792,,,
12.0,0.444,,-148.5351977,,
12.0,0.444,-34.6532,,,
4.9,0.913,,-111.4722177,,
5.0,0.907,,-112.046185,,
